Date,Close,High,Low,Open,Volume,daily_return_pct,ma_20,ma_50
2025-11-25,276.4563903808594,279.8600705608694,274.73957871594786,274.75953066216096,46914200,0.3805495657415614,270.2204162597656,260.37532989501955
2025-11-26,277.0352783203125,279.01161742605893,276.1170014953278,276.44637611579356,33431400,0.2093957526739132,270.62522277832034,261.149719543457
2025-11-28,278.3328857421875,278.4826014787427,275.4781737009374,276.7458380127342,20135600,0.46839067924580036,271.01015014648436,261.9721990966797
2025-12-01,282.57501220703125,282.89442609469603,275.62792768573877,277.4944549964911,46587700,1.524119743713337,271.65853729248045,262.7275509643555
2025-12-02,285.6592712402344,286.86701880065203,282.10587559562896,282.47518456741903,53669500,1.0914832876105063,272.526953125,263.3335852050781
2025-12-03,283.623046875,288.0847586222564,282.77461708045536,285.6692634925469,43538700,-0.7128157809805358,273.24419555664065,263.9318017578125
2025-12-04,280.179443359375,284.20196835267484,278.07334059490756,283.5731318378766,43989100,-1.2141479874668626,273.7842712402344,264.50342651367185
2025-12-05,278.26300048828125,280.6186397013617,277.53434330937836,280.01974631085085,47265800,-0.6840055245008081,274.2469741821289,264.9457800292969
2025-12-08,277.3746643066406,279.15136205700173,275.6378704438954,277.6142094762677,38211800,-0.3192433705098474,274.7300765991211,265.39848693847654
2025-12-09,276.66595458984375,279.5106752769474,276.40645748061854,277.64414811825674,32193300,-0.2555062909471051,275.11685638427736,265.8575616455078
2025-12-10,278.26300048828125,279.2312028389952,275.92734368017386,277.23491184461454,33038300,0.5772469911612843,275.2930282592773,266.3445883178711
2025-12-11,277.514404296875,279.07150890817053,273.3022288840155,278.5824273392719,33248000,-0.2690246960942222,275.52060546875,266.8002896118164
2025-12-12,277.7639465332031,278.70220580092337,276.30666253778065,277.38464634485007,39532900,0.08992046267306542,275.78661041259767,267.2274765014648
2025-12-15,273.6016540527344,279.63046152672615,272.33402020742307,279.63046152672615,50409100,-1.498499906996098,275.87145233154297,267.55366790771484
2025-12-16,274.1007385253906,274.9891026980292,271.2859911871425,272.3140798989353,37648600,0.18241281266524467,276.22828979492186,267.9163659667969
2025-12-17,271.33587646484375,275.6478724530811,271.13626563598973,274.50001118897205,50138700,-1.0087028861802017,276.44788055419923,268.22795440673826
2025-12-18,271.68524169921875,273.12257373871984,266.4549687260805,273.1025913325419,51630700,0.1287574790797219,276.6290451049805,268.51501922607423
2025-12-19,273.1625061035156,274.09077415448866,269.399477884542,271.6453053723066,144632000,0.5437411303821804,276.99935760498045,268.9118032836914
2025-12-22,270.4674987792969,273.37210596231955,270.00836035897595,272.3539780142796,36571800,-0.9865948891234266,276.97340698242186,269.42959197998044
2025-12-23,271.85491943359375,271.99467443806464,269.06012395403746,270.3377490962612,29642000,0.5129713035979311,276.7957366943359,269.92746368408206
2025-12-24,273.3022155761719,274.9192064044749,271.69521595033444,271.8349404799371,17910600,0.5323781322749355,276.6380279541016,270.4520877075195
2025-12-26,272.8929748535156,274.859322715931,272.35396775197984,273.65157518449314,21521800,-0.14973926274014504,276.43091278076173,270.93721557617187
2025-12-29,273.2523498535156,273.8512128461511,271.8449608988494,272.1843267483383,23715200,0.1316908213532919,276.1768859863281,271.46722412109375
2025-12-30,272.5735778808594,273.5717234473003,271.77507361210075,272.304089543875,22139600,-0.24840480713893553,275.6768142700195,271.8871307373047
2025-12-31,271.3558349609375,273.17246717497864,271.24605357156486,272.553621806917,27293600,-0.446757506501283,274.9616424560547,272.08424377441406
2026-01-02,270.5074157714844,277.32473598417806,268.5011336129586,271.75509761912826,37838100,-0.3126592761770741,274.3058609008789,272.2538189697266
2026-01-05,266.7643737792969,271.0064921177503,265.6464557026853,270.1381104139889,45647200,-1.3837114156417418,273.635107421875,272.43468872070315
2026-01-06,261.8734436035156,267.0538212812338,261.6338984265986,266.504853430471,52352100,-1.8334270451824564,272.81562957763674,272.4952044677734
2026-01-07,259.8471984863281,263.1909919246956,259.32817380451803,262.71190159101934,48309800,-0.7737497507594893,271.9392562866211,272.45057678222656
2026-01-08,258.55963134765625,258.80916773471864,255.22581364132833,256.5433578451618,50419300,-0.4955093401707855,271.03394012451173,272.2607360839844
2026-01-09,258.8890075683594,259.7274461787287,255.74485516422806,258.5995368285105,39997000,0.12738888084979916,270.06524047851565,272.0736938476563
2026-01-12,259.76739501953125,260.8154357257053,256.32378048041085,258.6794199598783,45263800,0.339291134614883,269.1778900146484,271.8902587890625
2026-01-13,260.5658874511719,261.3244878277737,257.9108470550362,258.24022168851656,45730800,0.3073874731586601,268.3179870605469,271.6888897705078
2026-01-14,259.4779052734375,261.33447181199796,256.23393227813756,259.0087756526009,40019400,-0.4175458991876879,267.611799621582,271.4863024902344
2026-01-15,257.73114013671875,260.5559089501236,256.5732877053955,260.1666175851947,39388600,-0.6731845375728684,266.79331970214844,271.27510620117187
2026-01-16,255.05613708496094,258.41988279267105,254.45724364888233,257.4217372195352,72142800,-1.03790448074641,265.9793327331543,270.9906649780273
2026-01-20,246.2425079345703,254.31750190322293,242.9685916985444,252.26132447540706,80267500,-3.4555644302943223,264.7071960449219,270.52795654296875
2026-01-21,247.1907501220703,251.09350304772093,244.72532928784554,248.23880604127606,54641700,0.38508468560267684,263.4086082458496,270.09159271240236
2026-01-22,247.8894500732422,250.53452965267718,247.68980878155546,248.737864640942,39708300,0.2826561879143208,262.2797058105469,269.69512939453125
2026-01-23,247.58001708984375,248.94748685874615,244.22624741136653,246.86136630134166,41689000,-0.12482700788880585,261.0659606933594,269.26812255859375
2026-01-26,254.9363555908203,256.08421686766076,249.336758511775,251.01363570547153,55969200,2.97129735567756,260.1476676940918,268.8720584106445
2026-01-27,257.791015625,261.46421404872183,257.73112933459527,258.68937090303496,49648300,1.1197539980376536,259.392569732666,268.5686215209961
2026-01-28,255.96446228027344,258.3799575946877,254.03803333601454,257.17220993748055,41288000,-0.7085403423770176,258.5281753540039,268.23903381347657
2026-01-29,257.801025390625,259.16847988830324,253.93820707645818,257.52154586161765,67253000,0.7175070687510443,257.7895477294922,267.9569580078125
2026-01-30,258.9988098144531,261.41430490835,251.7123292610244,254.69678984095313,92443400,0.46461584937966816,257.171696472168,267.7976544189453
2026-02-02,269.5093078613281,269.98839826257677,258.7293169184304,259.5478036352127,73913400,4.058126002356821,257.12179107666014,267.8489593505859
